state_id,label_id,label_name,count,row_total,row_fraction,dominant_label_id,dominant_label_name
50,5,Movement time,15,234,0.0641025641025641,2,N2
50,6,unknown_stage,0,234,0.0,2,N2
51,0,Awake,128,500,0.256,2,N2
51,1,N1,40,500,0.08,2,N2
51,2,N2,200,500,0.4,2,N2
51,3,N3,36,500,0.072,2,N2
51,4,REM,57,500,0.114,2,N2
51,5,Movement time,38,500,0.076,2,N2
51,6,unknown_stage,1,500,0.002,2,N2
52,0,Awake,72,339,0.21238938053097345,2,N2
52,1,N1,38,339,0.11209439528023599,2,N2
52,2,N2,128,339,0.3775811209439528,2,N2
52,3,N3,29,339,0.0855457227138643,2,N2
52,4,REM,46,339,0.13569321533923304,2,N2
52,5,Movement time,26,339,0.07669616519174041,2,N2
52,6,unknown_stage,0,339,0.0,2,N2
53,0,Awake,404,1741,0.23205054566341182,2,N2
53,1,N1,178,1741,0.1022400919012062,2,N2
53,2,N2,628,1741,0.3607122343480758,2,N2
53,3,N3,145,1741,0.0832854681217691,2,N2
53,4,REM,240,1741,0.13785180930499713,2,N2
53,5,Movement time,144,1741,0.08271108558299828,2,N2
53,6,unknown_stage,2,1741,0.0011487650775416428,2,N2
54,0,Awake,5,21,0.23809523809523808,2,N2
54,1,N1,2,21,0.09523809523809523,2,N2
54,2,N2,9,21,0.42857142857142855,2,N2
54,3,N3,1,21,0.047619047619047616,2,N2
54,4,REM,4,21,0.19047619047619047,2,N2
54,5,Movement time,0,21,0.0,2,N2
54,6,unknown_stage,0,21,0.0,2,N2
55,0,Awake,30,142,0.2112676056338028,2,N2
55,1,N1,12,142,0.08450704225352113,2,N2
55,2,N2,58,142,0.4084507042253521,2,N2
55,3,N3,16,142,0.11267605633802817,2,N2
55,4,REM,14,142,0.09859154929577464,2,N2
55,5,Movement time,12,142,0.08450704225352113,2,N2
55,6,unknown_stage,0,142,0.0,2,N2
56,0,Awake,801,3525,0.2272340425531915,2,N2
56,1,N1,388,3525,0.1100709219858156,2,N2
56,2,N2,1302,3525,0.36936170212765956,2,N2
56,3,N3,259,3525,0.07347517730496454,2,N2
56,4,REM,494,3525,0.1401418439716312,2,N2
